,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
1914,gp:AOqpTOEjONZUTfGydqZaJmIKHZcntXX3O2XUhBT3OoZT4VIajxzM7__mYR6Ty5-4LbSxJekOVeHVUVEJgQzraKo,APlayz,https://play-lh.googleusercontent.com/a-/AOh14GhqQialmBvtlrr4GIP72luUyfe7S-nAUVwj_06_jg,Very bad app iam very hungry that time when i ordered after 20 minutes its cancelled no 1 time its 2-3 times don't install this app,1,5,3.0.21,2020-01-02 04:18:36,"Hey user, please accept our sincere apologies. Our team has worked hard to make timely deliveries. Please give us another chance to serve you better.",2021-02-17 06:43:43
1915,gp:AOqpTOEYVwFr7wTJdLsOJN_OG-zsiQmziWWCZ5K6zN9mxwFjd4iGe7W67fXnH-TLWt5XQ_-Er9PPP3kBrTVGFmM,Muhammad Danish,https://play-lh.googleusercontent.com/a-/AOh14GiZ4zSvayYFWQjni9sFZ0XjhZSk9-yQ1ZCdGAEH5Q,Good experience with cheetay,4,0,3.11.10,2021-07-11 11:24:38,"Hey Danish, we are glad that you like our app. We'd very much appreciate if you have any recommendations/suggestions for us to get 5-star rating.",2021-07-13 06:47:59
1916,gp:AOqpTOF0IIpp66x1fjs-hoFvvXEs1y2ZMLAQPMIhGxYbd_utgJAu9uej1K7gDWK_9vZ_OL9f6AFIp-LRUxBHeHQ,Muhammad Danish,https://play-lh.googleusercontent.com/a/AATXAJz_usrPK5irWu5GrqfB_sN6HJuLbcXl4vpsSf-T=mo,superb app. user friendly. many options available for food.,5,0,1.49,2019-06-08 15:48:31,Thank you for your feedback. Any suggestions are welcome. :),2019-06-13 12:20:15
1917,gp:AOqpTOGjO5Ju7-MTN31BuNZXczBRDlO0roF3Y_yOSOCfbBeNpCv-RC3lLb0-vnUK2nT0RJSYZ9SYpDpP6QVMgzs,ahad ali,https://play-lh.googleusercontent.com/a-/AOh14Gg--YaYwnZ3d3A_ucD3svKHQoO6eoEIhoUBct0lYA,No rider available! Restaurants temporarily closed! What's the point of giving discounts if people can't order anything.,1,0,3.9.4,2020-10-22 18:59:35,,
1918,gp:AOqpTOFCKJzr4WHi0qqu6AdtEppiwUZ0JL-BvYXg5sZKpUJNwD6wqLpZp6ClpYq-AT_m-bpuIvw5zlOcPX-jJyw,saad gillani,https://play-lh.googleusercontent.com/a/AATXAJxSoXOqzE4J5UUUrcUuFcYzYpxSR2i6zfc4-4wq=mo,Adaptive UI... Easy to use...in times of such crisis this app is making the life of people easy... Kudos!,5,7,3.6.2,2020-04-09 09:10:02,,
1919,gp:AOqpTOEISEnoBKI1k2B60sZsnycb-iseb9tSyorpKH-k3Idb7dek8B9eWxFKLH7PpGBwFAcE9SbyrTnhRvr6_U4,Natural World,https://play-lh.googleusercontent.com/a-/AOh14Gh70kt0156jTgDE76RQtKBMlJmNtB3orY-qZTWF,It's good but sometimes after 1hour they tell us that your order has been cancelled.,2,0,3.9.3,2020-10-01 20:21:10,,
1920,gp:AOqpTOFx3GTPOCGJnbO1dXLVwt4dDrlu-u0uyjHXtJUpZVBwcRcAK6NRQcR4RjTAljE75KEbGluKmqqOgS8AiZc,Abbas Shah,https://play-lh.googleusercontent.com/a-/AOh14GgzZt4JG8KRSpPuDyRcx9S5tl-avhN5DFwKC-xfsA,"Worst food delivery service, they dont have enough numbers of riders thus always cancels the order almost at delivery time, totally disappointed.",1,1,3.0.22,2019-12-25 16:06:07,,
1921,gp:AOqpTOH63kSDc368rhSXrl5lf58FQnnsl0gUWQJnWKjgIKymm2vOOqTiddw0sFPYNOEe3ycngYQ00puuQwLtQvs,Romael Ahmed Kasmee,https://play-lh.googleusercontent.com/a-/AOh14GgPMHvK-P7dedRGlEPX0IvpbL4Mbn04ZsaDA2Ii6A,"pathetic, Live tracking is unavailable. I ordered Mc donalds but it didn't arrive at all.",1,0,1.52,2019-06-17 17:01:28,,
1922,gp:AOqpTOEG6kcIBWbRHalV94ZJ5LMZC-SmC3yktfOSLuDDM8YaLc-lzyYhsN-jUWKL77biwWbW1G3wfFLB75YZUbM,Usama Tariq,https://play-lh.googleusercontent.com/a-/AOh14GhDKdJri3TPhXJFoOif8b0WsBFMi9CBp2zBgRDOjg,With the new app it only 'delivers' error rather than food.,1,1,1.57,2019-12-21 14:19:21,,
1923,gp:AOqpTOFZb2j0F3xYw22fq8lD8O4PYmAsNP5xjVVyLwmaCNgyBNH6n92Y_XHUq-l1TJ5IVsaVverOmMlp7ILgq6g,A Butt,https://play-lh.googleusercontent.com/a-/AOh14GgTR3EHZ3Wb9TiVc03MZQUQz4kIvneGVpgd8GnWSg,Inexperiance careless pathetic customer care and delivery staff services. They never bother to bring food fresh or hot. They never bother to deliver quick or even on time. One should not use their service as they can not even manage a simple delivery properly.,1,0,1.56,2019-10-05 13:00:29,,
1924,gp:AOqpTOGpkt5_1UvBPQSIgn8doHa9mUAFJIBM83WHh11qUT2BwOt51_oiPENX_9UnV-UxV6xIQKpydYcfASzrxaQ,Aaqib Khan,https://play-lh.googleusercontent.com/a-/AOh14Gh8wWYwGwXSXSswLsRchXq7lbHMCPVhtB9etus0-Q,Fraud App Sometimes they show that the restaurant doesn't deliver in your area and sometimes they will say that this deal is no longer available..fraud and fake....,1,0,,2019-08-28 16:38:28,,
1925,gp:AOqpTOFRbvY00QxhVdBJ5X6cvSIFicvZWI0NKQUHPrK3blUNnpZluT2l1h6hPYgu8z8NT2RfDe6KlrHEfZde5Zc,Jawad Ahmed,https://play-lh.googleusercontent.com/a/AATXAJzT5XDJUquE7GHp1JdasXujzVDsucyncWDIT9S5=mo,Worst Aap whenever i open the Aap it's shows temporarily close sometime works but most of the time temporarily close..,1,5,3.10.0,2020-11-17 16:34:48,,
1926,gp:AOqpTOGF836XW_wlZc7uhR-e340to0quyAdC8QVidzOAzdEml_DDRMRxxadlNtoZf7tEt6RrqtFHi-QPMHXvXUY,Uzair Ahmed,https://play-lh.googleusercontent.com/a-/AOh14Ggg-5Odmnb2CYDLe7VJskiZcLD6Jtt1D4Vi1bWZ,"Scammers. Liars. Worst app ever. Cant place order because the ""vendor is unreachable"" ALWAYS and can't get refund for my subscription because apparently i used it before even buying it.. subscribed on 3rd sept and used it on 29th aug, 5-6 days before subscribing. Pathetic.",1,0,3.9.1,2020-09-05 20:59:18,,
1927,gp:AOqpTOFDD90yg6AT7uhZy9xKhXwOYi0K1drpFvLC9n5-jsCuXIFv6npTWZRJkSPfPE1c61PXp_A2ImI1Jjc0tSQ,INTERGLOBAL S.A PAKISTAN,https://play-lh.googleusercontent.com/a/AATXAJyg6Xxr9OngfmzyZBeKKUEXpQGQvjCVZ7AzSZou=mo,"worse app, they gave a discount while i placed my order, received error that they are not operating in my area. while i have seen there rider here several times.",1,0,3.9.4,2020-10-21 14:44:47,,
1928,gp:AOqpTOFHdMGH4Dk7ozO1boeM0kv8PDyqo0_53Oh3Dzbke0UzXyQkWWfGTrIyj_PZsIEcnUq13G4nNN2mBlWQHZ0,Ahmad Ibraheeem,https://play-lh.googleusercontent.com/a-/AOh14Ghct4vzc16E-JwVJmYRffekq9Fj6oD0UWqn-g2NB9g,ordered food at 10 pm received half of it at 1115pm the rider didn't take the money then waiting for the other half and its 115am when you launch a complaint they take too much time and you don't receive a call back,1,2,1.48,2019-05-27 20:30:32,Please accept our sincere apologies. Can you please update the order details here or contact us at info@cheetay.pk so that we can have a look into this right away?,2019-05-30 10:44:16
1929,gp:AOqpTOHha8n66ono5gH7pdNpgkww8bY2jCwVVqfI2a2-CkwFRpnaBOuDl9qaOx6f9w1whhkCXeCi9ltDJnoTY5I,usman sajjad,https://play-lh.googleusercontent.com/a-/AOh14Gi-YnfCkKdz4j-kM0ydT1ODYkG8Y3GJnM4FTR3I9Q,Very poor service just show discounts but delivery service so slow and poor behavior,1,0,3.9.2,2020-09-17 15:16:26,,
1930,gp:AOqpTOEr-mEsyd0wT4pItaqkp7_MVSq_mThTBr50qID4b_h3WjDi3qnLJj0LwVCXi6cdM2PXPOIDVt4fn9B1N_I,Mehdi Hassan,https://play-lh.googleusercontent.com/a/AATXAJzfmXYZ4bcQhbFvbmo4gFmx7nF5LwtsnY_0euuv=mo,Third class customer services. Don't order food from these animals they don't give refunds for poor quality. Foodpanda is far better than these animals. I've asked for refund many times and they promised but didn't bother. Money wastage and poor quality services...,1,0,3.9.3,2020-10-04 06:31:42,,
1931,gp:AOqpTOG7MW6s9Lhk4fibRmhycgeaPjnDvPuegQkGm089qVFnldr1CrX2Ou8vw6nkzpW6LYpg3VZ_rUtt8e-Efe0,Hasnain Habib,https://play-lh.googleusercontent.com/a-/AOh14Ghkm56Wz6PFz0EQHWIPAZ5LnK6DJgUJByHp6FyeWw,"Great time with Cheetay extraordinary fast service. Highly recommended, five-star app",5,7,3.9.3,2020-10-06 15:09:47,,
1932,gp:AOqpTOGhrtaD7lDLMUQjEruv-2yYD7Govn1d-OZf44qpt1cTP7-k789aShgOunFx1pBY4xzbZjCSc2PPStRRFjs,Armaghan Tariq,https://play-lh.googleusercontent.com/a-/AOh14GjXbdKOBrFNDnIkqLISpu13TxuyU4ojLGkYbII3Zg,Every time you order you have to wait for atleast 1 hour no matters what kind of food you are ordering,2,0,3.9.3,2020-10-05 06:40:35,,
1933,gp:AOqpTOG4jrCw0I_cMf_jALzbPK57O09uDwnWaTdOEiFzBU6BWApCX9RBmYNx0Ad-FmyuLBgKQEeV1SSBwPm7EEU,Asad Hameed Malik,https://play-lh.googleusercontent.com/a-/AOh14Gj_XGC_cmeRxz86JYZy9b0Z3AmILDeAdRfXY60XSQ,"Best deals on best restaurants, timely delivery , well trained staff.",5,0,3.8.2,2020-08-25 11:43:31,,
1934,gp:AOqpTOFzq9R8f77gL21J_7zCos3K9huxH3IxBWkfAb3LtSzlbedYXaBHzeJRfph2Y9O1uh1crqe0ZBcT6Jkgqpk,Uzair Khan,https://play-lh.googleusercontent.com/a-/AOh14GjzeUbURhHwl8eykr1BNoYWNlv6Y2Ef_nH-SZMP3g,This app is a so fantastic 😍 easily order easily home delivery my experience is so osm I love this app,5,0,3.8.2,2020-08-27 11:18:55,,
1935,gp:AOqpTOF-6IxHGVBxLH1QWd3j-ojuJVZl7mkdY95HqxUwyyH2pamGUnG4ODkHbubeS4pfFlcZqHenknLbTHYa5E4,Amna Javed,https://play-lh.googleusercontent.com/a/AATXAJyx19_e8b4J9fl6GtcH5Ptx9lebtbz_DRns_Hsr=mo,"They do not deliver on time. no proper contact available. they keep cancelling the order. Do not even take the negative reviews seriously otherwise they wouldve taken all these reviews seriously uptill now instead of replying with ""we'd like to investigate further"" lol",2,0,,2019-06-06 13:55:00,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at info@cheetay.pk and we promise to get this resolved quickly.",2019-06-13 12:50:38
1936,gp:AOqpTOGp25OHD-MI_jYWUMHY8gEyerUyh1jVkeXVlxiRT6DxrMcThEOjbO41hbNP5YCiJGzfh1dNEBHnnrwrlmE,Jalal Ahmad,https://play-lh.googleusercontent.com/a-/AOh14Gh0L0516LEAL9z24E8CsGKhEZI1bcS4ANrrF1wh1A,It's good but when u have offer food the quantity is less. And some times rider delivers food very late,4,0,3.9.2,2020-09-13 16:58:59,,
1937,gp:AOqpTOGNgPlmb35zQCuuSeh0BrvsT4MAJBIZ5Inko2HdQJRHdWwJGibeRiMjLYUCHwC7EpSRyrLakrYJ1RqIuKA,sadia basreey Makeup artist,https://play-lh.googleusercontent.com/a-/AOh14GgMlY2XHCbQAeOqqFzK2wZCP8fcqJO57lugeqDa3Q,Best app comparing two foodpanda,5,0,3.10.13,2021-05-29 16:34:41,"Hi Sadia, thank you for the 5-star review. We are continuously working on adding more features to our app to make your experience better.",2021-05-31 11:37:47
1938,gp:AOqpTOFbrY2aw4ZuerqONKIUWL7EWnkqavQQ519BFA8hheD9sh7RWPUAKLGYR0AWxBtmxU3b6pxynjebO9H1Yb4,Sheikh Hassaan,https://play-lh.googleusercontent.com/a-/AOh14GhCIUw8wUFCo8lKZQ-3JXlLKy4AQVNhfIYMn77tUQ,I stop using it.. Your delivery service takes a lot time. 1 rider covering up a far away areas and delivering cold food.. So therefore we stop using cheetay,1,0,3.10.4,2021-04-09 19:44:45,Please accept our sincere apologies. Can you please update the order details here or contact us at info@cheetay.pk so that we can have a look into this right away?,2021-04-09 19:39:42
1939,gp:AOqpTOHKFQgWLu9_PFhtvBUVBOUUnSbW0GKcF4saztlgakPsyAV9jE129uGpotSkqjllmSTAGEt_gxKWtucH1n4,Muhammad Usman,https://play-lh.googleusercontent.com/a-/AOh14GhO8Pa-3gTpv8Bzi-_PV3quDcWS087-G-MVEVRm-Q,Uff itni garmi. After the lockdown also I am not stepping out cause of dhoop. Thank God I have started using Cheetay. Saves a lot of khwari. Like they say ‘Is Khawari say Azaadi pao’:0,5,0,3.8.2,2020-08-11 07:22:47,,
1940,gp:AOqpTOEdi8rYZJPZbwGpEf6LaMTAKihLf9CSacaAwdEyZaoL1qHK8jqLmwxg6rpzDPRlU8HBKQzy8zmtxxEpZS4,Salman Shah,https://play-lh.googleusercontent.com/a/AATXAJz9ZzzcZbLpGkwpF7KQFkexaed7x9XZw0zUy8ks=mo,"Very very bad experience, their sense of delivering on timing is very very bad hours late and they don't carry loose change, highly not recommended",1,2,3.7.2,2020-05-20 15:26:35,,
1941,gp:AOqpTOHS8Pv6vg0uAC9x7pB-CinQh3rMG3ufX7YvV4KEBqtjfIWzRsv_SpA-C4voojNNjai7PqdWAbpKo6vtG1E,Allah Ditta,https://play-lh.googleusercontent.com/a/AATXAJxPP_Q0d71JsIWGcxi-opbmoFVKpTWLPx4LBZbb=mo,Uff itni garmi. After the lockdown also I am not stepping out cause of dhoop. Thank God I have started using Cheetay. Saves a lot of khwari. Like they say ‘Is Khawari say Azaadi pao’:0,5,0,3.8.2,2020-08-11 06:40:45,,
1942,gp:AOqpTOEBHVprJVKPty-J4CEnASM5J3Q0gIGKhZaKwBXE7aZE9t61wI4A6QEp3q1bBjra73QlcJStIili8I1Bw4Y,Qanita Muslim,https://play-lh.googleusercontent.com/a-/AOh14Gi7uFSqrUL0qwL6T0gt9DL3ohrNaHR0-_gm45KV,I hate this app... no customer care service... I have to wait 45 mins to contact them.. but useless,1,1,3.10.0,2020-11-15 19:34:58,,
1943,gp:AOqpTOF-_-6DRh5iDj60DAgPVj6xS-VhZt4jzOyxBF5p_jiuDUn0KSa6jvioUKa3BKW-oSKI93yhc5_WUK-UNnI,Muhammad Zaman Ahmad,https://play-lh.googleusercontent.com/a-/AOh14GiWpI_GSry259HYy_cKNuV3BuLqi83IygKlqdJm4A,There's no option to set Gujranwala City location. Looks like it's only launched for Lahoris. I will highly appreciate if you launch it in Gujranwala City.,5,0,3.8.2,2020-08-22 15:38:51,,
1944,gp:AOqpTOEki4-q3oYFv-yKYBUjQjPS4Qxc3rww9wLcNx1GTULoRyIpQmAdkPmcVpVMcFSd1XZye6eKY00EQ-fhdVc,rabia Nazim,https://play-lh.googleusercontent.com/a-/AOh14GgTgigHNJ1XXM-8_g_x7gObHJxaqcKYyUD4k9M8,"It is a good app, many times i get more discount and options than other food delivery app",4,1,3.10.1,2020-12-11 22:15:35,,
1945,gp:AOqpTOFaq2fcM7n25VWY0uuH1JYHWi5kj1b2UX_QOg_PzeJCJdYXrRtB06HWqlQMSsKk-h3RtfeXeF9XmDkFcZM,Syed Muneeb,https://play-lh.googleusercontent.com/a/AATXAJzZYUQFrktA87TVjCCvXUkBZ-d0JyfMyyEu1m4p=mo,It was great experience to order through cheetay app and get discounts.,4,0,1.56,2019-09-19 11:44:50,,
1946,gp:AOqpTOH-1_RcuQGxUymGxNdJJekXFDPe99wkUQC9aDEksdoc-xhk37R8Dl6dbqjx4cJKS-bpisD1pywbdwhp-JU,M Salman,https://play-lh.googleusercontent.com/a-/AOh14GgCA5uDXb_P6_YWS8tEPbR919sQrC-MI1DzgKsF,"Pathetic app and service. Whenever i use voucher code. They cancel my order and they always lie. ,👎",1,1,3.10.0,2020-11-15 12:37:04,,
1947,gp:AOqpTOHL5e0lkc4kaGGNiIP7wlgyJKoD1k9aB79KpkODabmGd3r5ZwgJm0__gXXCCSh35zpWqiMbYKjR_8-fmgI,Muhammad Rehan,https://play-lh.googleusercontent.com/a-/AOh14Gi82JQXi2FU5AtnhsKCJfeAvV07sdWeZr0qPnb36w,The app is showing delivery for 45 mins. but no one delivered...Very bad experience,1,0,3.9.1,2020-08-31 09:44:10,,
1948,gp:AOqpTOHYZiIMaIemqv-P1B1sZgRxvcGNDed8t9tXsT__IxrXk17ZGidoRX35aeLoSVlGcWf9CkUDJhQ3He-fNBE,Zafar Sheikh,https://play-lh.googleusercontent.com/a-/AOh14GgL1swOH4EDxVayQeKyN1aqxzc3AGhVUZOxb75mQg,This app has all grocery stores near me. I am definitely ordering more from here!,5,1,3.7.0,2020-04-22 11:59:39,,
1949,gp:AOqpTOFj-i4v6KfyyO60EEJYR0DtaxeiQOmQiA-ayUHSnAF-R6pRBXcfOhZsqYBjiypENFhTT3lo3r2haAtl8pU,Faheem Khan,https://play-lh.googleusercontent.com/a-/AOh14GhCASRDXSyvvhoVcLP6tMxp27FLYoUnUYlE60elfYg,Very poor app this app didn't calrify their user about real situation. Not have much riders that deliver our order in time. More than 1 hour to go i still not received my order Shame on cheetay app. Very third class app,1,0,3.8.0,2020-06-29 12:14:45,,
1950,gp:AOqpTOHPkPrNmLjcZ-rZHphDB9rowR_auWU3kxSlfk53bfMWrq3RD9p_2PPbunQAYtikS3nPIYkhisZqKq7n0jY,IQRA KHAN,https://play-lh.googleusercontent.com/a/AATXAJy6B1xqciohUx0SqRVys9R0zeHqaFOrAtp8ruR5=mo,Its better then food panda in every way possible. It delivers from all the restaurants nearby. Amazing deals as well,5,0,3.9.1,2020-09-05 13:22:35,,
1951,gp:AOqpTOFFzzJFD110SJ2kMWQsOdwwkPL-jdFqM-QlN2sIr_XDCNmdP0G65g_cXzxbN3-EnfaVeqHKe3umsQJ0_yA,Tanzeela Rehman,https://play-lh.googleusercontent.com/a/AATXAJybjTC8RuvWpJ9e8IIdZYD8nubXN_c_OxkybgC5=mo,I really love that service ❤❤ they provide even single item without delivery charges... tasts are yummy,5,0,3.1.2,2020-02-02 08:47:54,,
1952,gp:AOqpTOHzxWmUVL95bQ4Tw1KTpdmpxs-jADt79p15vavsBeAg2dvfSHtknrtDGtC_3bKVBfVKp6Pg_cmatO3e_Z8,Arslan Ur Rahman,https://play-lh.googleusercontent.com/a-/AOh14Gi7Qv_Cuj9I6UjzGlIwxlr7czZKJ_W0yY9fTk6nSA,"Very Bad customer service, they don't listen to you. Foodpanda is far better than this trash.",1,0,3.10.5,2021-04-03 21:29:43,"Hi Arslan, please elaborate your issue in detail along with your order ID (if available) at info@cheetay.pk so we may get your issue checked.",2021-04-05 05:58:08
1953,gp:AOqpTOGiwyP4bbuVdm0kQxyZFWkAX1BXoC4BXV8AZ82XEBt_buBnl8A2sdnUCgetO44MWHKt4PBUBC84x-8UTm0,Farrukh Piracha,https://play-lh.googleusercontent.com/a-/AOh14GgJtEOpaKh3ReJPBSkcMWVUPg0uU-wJVCATruIP_Q,"The shittiest app ever scene, tried ordering 3 days in a row but every time the order got cancelled and all discount system looks fraud!",1,1,,2020-01-13 20:08:18,,
1954,gp:AOqpTOG-RdX8ephM-UupafQNYnGGAI0r0Tgy24HDaWlZRx_hsQcVdS_ryABCdIVCIZf_By99ikjnuEOvrMjct2g,Amir Azkar,https://play-lh.googleusercontent.com/a/AATXAJwhU4yZ0ZDnBwpAe7XQ4HyKjPGP1F7H9mi1DkxZ=mo,Fake promo codes and vouchers. They keep on sending me txts to get discounts and when you use that code it says not in range. Pathetic app.,1,6,3.10.3,2021-01-13 11:35:07,"Hello Amir, We are really sorry you feel this way. Our team has worked hard to make our services better. Please give us another chance to serve you better.",2021-02-18 05:39:28
1955,gp:AOqpTOF2mggNyPEu8bGD0KCegpRsgR1x7FmcyAFSGV0vxrEZ45gW7hS1NGMr-j8nyr5ozX2zF6RdszJpzcvRE_Y,Waqas Qureshi,https://play-lh.googleusercontent.com/a-/AOh14GjRXu3m4I_72yQ-Ielhghf5X2lMaf1ixGZ9LaZMZA,"Worst service, I ordered 3 times it wasted my 2 hours in one go & then later i directly ordered food to restaurant. Pathetic experience!",1,0,3.0.27,2020-01-03 07:33:44,"Hey Waqas, please accept our sincere apologies. Our team has worked to improve our delivery services. We hope that you will give us another chance to serve you better.",2021-02-17 08:12:49
1956,gp:AOqpTOFElfMDqt_7zXLD7jpxrEw6NGokz_JOhkuc5suiigC_wEaT2Ff5mm6VVA7in0-aNcxa5BMEOxuT9VzWpd0,Adil Khan,https://play-lh.googleusercontent.com/a/AATXAJwQrVqMa0RicXOllygYUONQVOtIkd1CjjP_61hC=mo,Great service and always on time with good customer support service.,5,2,3.10.1,2020-12-31 13:02:56,"Hi Adil, thank you for your encouraging words. It is delightful to hear such positive words and it’s always a pleasure to serve our users.",2021-03-01 06:16:10
1957,gp:AOqpTOHRLmJ1DJwndOonaYf8gqQ8uamdoYYWAFOSSX-HMg4feIpD0i2kIzM0t87jO7vhokyhGQCtf5bZIY9XwCM,Hassam Rafiq,https://play-lh.googleusercontent.com/a-/AOh14GgHX8bac6U9--jHSEAOoDYyjTHNbhZ2cgeIzWkBjw,Amazing service...attractive discounts...delivery bit slow but works,5,0,3.9.3,2020-10-03 16:48:42,,
1958,gp:AOqpTOFlDkdAdR0RzW_JJ2FaVlbAQ-nfjhKXgFi4lTlRo9MlI18rYchjt6n4UuTkbVvsWKKgn1wqMW5j6KCQsR0,Hafiz Muhammad Emraan,https://play-lh.googleusercontent.com/a-/AOh14GgLxKmfKfNLbngKdO_bDPliTds5nOvXIlss_atJjQ,"Bad service, even not responding on helpline...i ordered twice but it goes directly to past orders.",1,0,3.8.2,2020-08-21 17:00:42,,
1959,gp:AOqpTOG80ZN14D7cW4LkM2wIqibUGcSj-K2LL_MnMoj-EStFywm2uqjwu0Cz6FrmOqVUeZNNe7sO9dBhoHOXkck,Komal Nazir,https://play-lh.googleusercontent.com/a-/AOh14Gh5XADEbFR-0Z1glKPewamCbISv1Dae0z3z-3tG,Way better then food panda,4,0,3.10.13,2021-05-21 15:27:41,"Hi Komal, we are glad that you like our app. We'd very much appreciate if you have any recommendations/suggestions for us to get 5-star rating.",2021-05-22 15:47:56
1960,gp:AOqpTOGuTS8gtZJb7nbZ0D28gGSXXMOqHtTdoO_ycVYP4GZLVIj1EEmAsk6kjEsOO2HXluF-CDMsf-nf3S1BPt4,Usama Masood Ahmad,https://play-lh.googleusercontent.com/a/AATXAJymohq0xGbT63ipW95oA8CKLoxaaH8xqEwWerxL=mo,Really turned their delivery service around. Faster than foodpanda and has good promo codes,5,1,3.8.1,2020-07-23 07:29:40,,
1961,gp:AOqpTOHR4ToPxuMKmXxowkj2Wkcb9oEgo_DWeJtFBKdBVapXAFf9Dtt5MFQIxZadUINGbZ9Q6_FjDRjvyjkgOMw,umar shahzad,https://play-lh.googleusercontent.com/a-/AOh14GhHAyNHJce6_1S0ufXkbGb72IrhjNrt4MK4pQVg,Order cancelation ka option hona chahiye app ky andar with 5 mint time cretaria,4,0,3.11.6,2021-06-27 08:27:23,"Hi Umar, we have noted down your suggestion. However, for order cancellation requests, reach out to us via Live Chat or call us at 042 111 119 666

",2021-06-29 11:49:43
1962,gp:AOqpTOHefmzPjtwWsZKkkuEA49KzCxXXCiK4MSbkEB1wQTpYDyzFdpqd0JcTZUwztfaKAaKHg19QquEfOYYtppA,Mohammad Safi,https://play-lh.googleusercontent.com/a/AATXAJw7tn4O3wQTtUQfgWChrs7ImCHtPuQ1n0w5_R3GAA=mo,"Fraud deals! Can't back up deals so display the message ""We do not deliver in this area"". Despite being adjacent to the restaurant.",1,0,3.2.1,2020-02-21 16:45:52,,
1963,gp:AOqpTOEq9Xv6PhW6EHRTPn0-tS-1hOMQ-zUvioywtFJtCeP6-THOtc2HARG7UE4hc0bxg9EE7WvhUb3NxVoMd6M,Malik Hassan,https://play-lh.googleusercontent.com/a/AATXAJy5KDQ6WlFuLZWS3SIFxbcD3kkEKyWfPOdyD6aT=mo,"Ordered some food, scheduled it,and upon scheduled time in the app it said order has been delivered.Although the vendor didn't even recieve the order",1,0,3.9.4,2020-10-27 11:23:16,,
1964,gp:AOqpTOGdqz98gXDoEwzN-w6_NkrbWd1XTTTsY_0y08Oa4Kbro07pPnqKaKxVRvYqyKZzP70s6mRRS4nUgMbyQPc,Usama Zahid,https://play-lh.googleusercontent.com/a/AATXAJyASQc3HpUfEle68VDTqUGVQZW28g6lPYVGUrk3=mo,Pathetically disgusting service. Order is always delivered so late or in a majority of cases it doesn't even get delivered at all,1,0,3.9.2,2020-09-16 23:33:49,,
1965,gp:AOqpTOHtjUSGG-5qqy6V3utgIHF6KkxYGVPa5jyusw9YszDAkr_7OKnaJjxyV2PSdCBJGFkLdOVLyOmymjw9UzY,Salman Ahmad,https://play-lh.googleusercontent.com/a-/AOh14GgdCK_OZXVf6a_UQeoAdM0E2rtUu1sPBMEoIYT6pA,Cancelled the order after 30 mins,1,0,3.10.4,2021-02-21 05:44:37,"Hi Salman, we regret the inconvenience caused to you. Could you please share your order ID at info@cheetay.pk so that we can check the issue.",2021-02-21 12:46:43
1966,gp:AOqpTOGJnfv9QOFH7wh8nFn9Dy82XKQ9tlFQ39WyuYf-3zsIO1e-aUWpjcay0COoQH3pO_NieQdBqeiH3FGkhEg,Qasim Sheikh,https://play-lh.googleusercontent.com/a-/AOh14GjyM9m0Iv0OxYEdz_P3ZWhioqOQNA6LOeaeBU1KGQ,"It has been,50 minutes and m still waiting for the food From the restaurant which is hardly 10 minutes away.. so pathetic service",1,0,3.10.1,2020-12-29 20:32:50,"Hi Qasim, we sincerely apologize for the inconvenience you had to face. Please be assured that we have worked tirelessly to provide timely deliveries to our customers. We hope that you won't let an unfortunate event this like, prevent us from serving you again.",2021-03-01 07:12:09
1967,gp:AOqpTOGqI1vp99tElWkcaMdQozFpDA7vFHm-cM3XHEQfYsA9kwjXtEJvlHNJuaTwjWeubx6mFyk6Bz58WdNQ_Ec,Bilal Hussain,https://play-lh.googleusercontent.com/a/AATXAJxPEO9fFDJanRhioWzA_N9qm25WKXEK7PbhuP62=mo,"Nice to use app, payment through pin enable cards should accepted, rider timing should improve",3,0,3.9.2,2020-09-11 15:23:09,,
1968,gp:AOqpTOGq3xW9lfxmsXnfrZffOXAXlmzUArLEECxFvTADmukhNaDqxA-w8TQNUdEeFkp1uESJI1gVSJtv0Z2LgE8,Faisal Azeem,https://play-lh.googleusercontent.com/a/AATXAJzcx64knXOoeqe5mwN7mckJwOA1XBiMea4bcPjl=mo,Made us wait for more than an hour and then cancelled the order. Everything else was closed by then.,1,4,3.10.2,2021-01-06 20:00:16,"Hey Faisal, please accept our sincere apologies. We're always looking to improve your experience. We have improved our delivery service. Please give us another chance to serve you better.",2021-02-17 12:42:15
1969,gp:AOqpTOEMalVO2S31e7wGu0SQWTM-Nod_GpqCvIuGyDp4bIItlHRWjH31DEMv9QPll7Vn1-5MtexNDbIQDs9BHsw,Nouman Malik,https://play-lh.googleusercontent.com/a/AATXAJy7WM4fk7hIGnc7c-6cEOKBBuarK1r6W1So6Hnj=mo,Useless app usless people. No delivery. Kept waiting for more than an hour. Waste of time.,1,0,3.1.2,2020-02-08 20:16:09,,
